index	 |	 c12	 c1t	 c1b	 c1tb	 c1e	 
43	 |	 -0.106922	 0	 -0.00518298	 0	 -0.00453502	 
44	 |	 -0.114529	 0	 -0.00767523	 0	 -0.00408501	 
45	 |	 -0.116279	 0	 -0.012326	 0	 0	 
46	 |	 -0.0607989	 0	 -0.00647481	 0	 -0.00462353	 
47	 |	 -0.0677294	 0	 -0.00896529	 0	 -0.0041156	 
48	 |	 -0.0693512	 0	 -0.0138503	 0	 0	 
49	 |	 -0.0430863	 0	 -0.0077354	 0	 -0.00458138	 
50	 |	 -0.0490968	 0	 -0.0102402	 0	 -0.00420364	 
51	 |	 -0.0508923	 0	 -0.0150795	 0	 0	 
52	 |	 -0.0335048	 0	 -0.00897244	 0	 -0.00443523	 
53	 |	 -0.0390114	 0	 -0.0115008	 0	 -0.00413108	 
54	 |	 -0.0405709	 0	 -0.0164326	 0	 0	 
55	 |	 -0.0271599	 0	 -0.0101358	 0	 -0.00432961	 
56	 |	 -0.032185	 0	 -0.0127742	 0	 -0.00405709	 
57	 |	 -0.0336744	 0	 -0.0176016	 0	 0	 
58	 |	 -0.0194874	 0	 -0.0122714	 0	 -0.00400453	 
59	 |	 -0.0234343	 0	 -0.0150256	 0	 -0.00393483	 
60	 |	 -0.0246821	 0	 -0.0200001	 0	 0	 
61	 |	 -0.0130074	 0	 -0.0151037	 0	 -0.00348279	 
62	 |	 -0.0161261	 0	 -0.0181953	 0	 -0.00354744	 
63	 |	 -0.0169331	 0	 -0.0229153	 0	 0	 
64	 |	 -0.00853078	 0	 -0.0179022	 0	 -0.00300877	 
65	 |	 -0.0107585	 0	 -0.0214314	 0	 -0.00313755	 
66	 |	 -0.0114624	 0	 -0.0260169	 0	 0	 
67	 |	 -0.00598083	 0	 -0.0200186	 0	 -0.00262709	 
68	 |	 -0.00771328	 0	 -0.0237416	 0	 -0.00280366	 
69	 |	 -0.00804939	 0	 -0.0282071	 0	 0	 
70	 |	 0	 0	 -0.0284024	 0	 0	 
71	 |	 0	 0	 -0.0339534	 0	 0	 
72	 |	 0	 0	 -0.0349532	 0	 0	 
73	 |	 -0.195743	 0	 -0.00387283	 0	 -0.00101452	 
74	 |	 -0.20383	 0	 -0.00598882	 0	 -0.00153423	 
75	 |	 -0.205933	 0	 -0.0082228	 0	 0	 
76	 |	 -0.121063	 0	 -0.00436713	 0	 -0.00110363	 
77	 |	 -0.128949	 0	 -0.00652693	 0	 -0.00160465	 
78	 |	 -0.130195	 0	 -0.00885647	 0	 0	 
79	 |	 -0.111619	 0	 -0.00449081	 0	 -0.00112488	 
80	 |	 -0.119299	 0	 -0.00666316	 0	 -0.00162178	 
81	 |	 -0.120647	 0	 -0.00901184	 0	 0	 
82	 |	 -0.0653039	 0	 -0.00575737	 0	 -0.0013258	 
83	 |	 -0.072081	 0	 -0.00798545	 0	 -0.00179405	 
84	 |	 -0.0731023	 0	 -0.0104372	 0	 0	 
85	 |	 -0.0477396	 0	 -0.00698188	 0	 -0.00148148	 
86	 |	 -0.0533573	 0	 -0.00933604	 0	 -0.00191648	 
87	 |	 -0.0547983	 0	 -0.0119388	 0	 0	 
88	 |	 -0.0377397	 0	 -0.00817975	 0	 -0.00162894	 
89	 |	 -0.0429304	 0	 -0.0106402	 0	 -0.00202732	 
90	 |	 -0.0443017	 0	 -0.0133295	 0	 0	 
91	 |	 -0.031402	 0	 -0.00934059	 0	 -0.00173442	 
92	 |	 -0.0358297	 0	 -0.0119212	 0	 -0.00212698	 
93	 |	 -0.0370641	 0	 -0.0147209	 0	 0	 
94	 |	 -0.0231622	 0	 -0.0115125	 0	 -0.00189752	 
95	 |	 -0.0267731	 0	 -0.014322	 0	 -0.00223387	 
96	 |	 -0.0279041	 0	 -0.0173137	 0	 0	 
97	 |	 -0.0162751	 0	 -0.0142898	 0	 -0.00205635	 
98	 |	 -0.0191143	 0	 -0.0174802	 0	 -0.00232809	 
99	 |	 -0.0196505	 0	 -0.0206737	 0	 0	 
100	 |	 -0.0111357	 0	 -0.0170964	 0	 -0.00210341	 
101	 |	 -0.0132452	 0	 -0.0206514	 0	 -0.00236174	 
102	 |	 -0.0139116	 0	 -0.0239128	 0	 0	 
103	 |	 -0.00825789	 0	 -0.0191748	 0	 -0.00193387	 
104	 |	 -0.00977042	 0	 -0.0230674	 0	 -0.0023468	 
105	 |	 -0.00992355	 0	 -0.0264932	 0	 0	 
106	 |	 0	 0	 -0.0284667	 0	 0	 
107	 |	 0	 0	 -0.034067	 0	 0	 
108	 |	 0	 0	 -0.0349783	 0	 0	 
109	 |	 -0.190749	 0	 -0.0105538	 0	 -0.0133227	 
110	 |	 -0.198784	 0	 -0.012829	 0	 -0.00809965	 
111	 |	 -0.199621	 0	 -0.0206375	 0	 0	 
112	 |	 -0.116351	 0	 -0.0110595	 0	 -0.0124291	 
113	 |	 -0.124296	 0	 -0.0133148	 0	 -0.0076365	 
114	 |	 -0.12619	 0	 -0.0209233	 0	 0	 
115	 |	 -0.106829	 0	 -0.0112033	 0	 -0.01221	 
116	 |	 -0.114722	 0	 -0.0134434	 0	 -0.00756826	 
117	 |	 -0.115569	 0	 -0.0209469	 0	 0	 
118	 |	 -0.0607543	 0	 -0.0125163	 0	 -0.0105392	 
119	 |	 -0.0677013	 0	 -0.0146307	 0	 -0.00704441	 
120	 |	 -0.0695795	 0	 -0.021952	 0	 0	 
121	 |	 -0.0430365	 0	 -0.013856	 0	 -0.00935131	 
122	 |	 -0.0493219	 0	 -0.0159008	 0	 -0.00652559	 
123	 |	 -0.0509493	 0	 -0.0229213	 0	 0	 
124	 |	 -0.0333398	 0	 -0.0151859	 0	 -0.00839418	 
125	 |	 -0.0386555	 0	 -0.0172545	 0	 -0.00618868	 
126	 |	 -0.0403016	 0	 -0.0240877	 0	 0	 
127	 |	 -0.0271007	 0	 -0.016454	 0	 -0.00762629	 
128	 |	 -0.0319796	 0	 -0.0185716	 0	 -0.00579622	 
129	 |	 -0.033671	 0	 -0.0250113	 0	 0	 
130	 |	 -0.019311	 0	 -0.0188945	 0	 -0.00642977	 
131	 |	 -0.0235607	 0	 -0.0209619	 0	 -0.00517843	 
132	 |	 -0.0246987	 0	 -0.0272464	 0	 0	 
133	 |	 -0.0130203	 0	 -0.0219396	 0	 -0.00513694	 
134	 |	 -0.0161064	 0	 -0.0241373	 0	 -0.00462757	 
135	 |	 -0.0171152	 0	 -0.0299948	 0	 0	 
136	 |	 -0.00841441	 0	 -0.0251164	 0	 -0.00413006	 
137	 |	 -0.0109953	 0	 -0.02737	 0	 -0.00403184	 
138	 |	 -0.0114586	 0	 -0.0330315	 0	 0	 
139	 |	 -0.00596421	 0	 -0.0275523	 0	 -0.00327532	 
140	 |	 -0.00800136	 0	 -0.0299711	 0	 -0.00346361	 
141	 |	 -0.00820387	 0	 -0.0351355	 0	 0	 
142	 |	 0	 0	 -0.0369367	 0	 0	 
143	 |	 0	 0	 -0.041022	 0	 0	 
144	 |	 0	 0	 -0.0419723	 0	 0	 
145	 |	 -0.200076	 0	 -0.00913153	 0	 -0.00698539	 
146	 |	 -0.204138	 0	 -0.0113058	 0	 -0.00543467	 
147	 |	 -0.206075	 0	 -0.0172698	 0	 0	 
148	 |	 -0.12473	 0	 -0.00971124	 0	 -0.00674765	 
149	 |	 -0.129878	 0	 -0.0119026	 0	 -0.00528978	 
150	 |	 -0.129919	 0	 -0.0177294	 0	 0	 
151	 |	 -0.114833	 0	 -0.00985859	 0	 -0.00670314	 
152	 |	 -0.119851	 0	 -0.0119773	 0	 -0.00541908	 
153	 |	 -0.120407	 0	 -0.0178444	 0	 0	 
154	 |	 -0.0670167	 0	 -0.0113275	 0	 -0.00632961	 
155	 |	 -0.0719485	 0	 -0.0134059	 0	 -0.00528221	 
156	 |	 -0.0732697	 0	 -0.0191742	 0	 0	 
157	 |	 -0.0484582	 0	 -0.0127346	 0	 -0.00600886	 
158	 |	 -0.0528063	 0	 -0.0148207	 0	 -0.00515533	 
159	 |	 -0.0545756	 0	 -0.0206015	 0	 0	 
160	 |	 -0.0380265	 0	 -0.0141635	 0	 -0.00566928	 
161	 |	 -0.0420947	 0	 -0.0161995	 0	 -0.00496074	 
162	 |	 -0.0432808	 0	 -0.022065	 0	 0	 
163	 |	 -0.031128	 0	 -0.0155274	 0	 -0.00535548	 
164	 |	 -0.0347584	 0	 -0.0175708	 0	 -0.00484086	 
165	 |	 -0.0358365	 0	 -0.0232743	 0	 0	 
166	 |	 -0.0225451	 0	 -0.0180455	 0	 -0.00482699	 
167	 |	 -0.025699	 0	 -0.0202445	 0	 -0.00450462	 
168	 |	 -0.0267643	 0	 -0.0255514	 0	 0	 
169	 |	 -0.0153124	 0	 -0.0212177	 0	 -0.0042543	 
170	 |	 -0.0178773	 0	 -0.0235892	 0	 -0.00401709	 
171	 |	 -0.018764	 0	 -0.0286409	 0	 0	 
172	 |	 -0.010001	 0	 -0.0245237	 0	 -0.00370879	 
173	 |	 -0.0120166	 0	 -0.0271086	 0	 -0.00359826	 
174	 |	 -0.0126736	 0	 -0.0319425	 0	 0	 
175	 |	 -0.00707472	 0	 -0.0270472	 0	 -0.00313591	 
176	 |	 -0.00869018	 0	 -0.0297445	 0	 -0.00322343	 
177	 |	 -0.00929071	 0	 -0.0340786	 0	 0	 
178	 |	 0	 0	 -0.0369797	 0	 0	 
179	 |	 0	 0	 -0.0410596	 0	 0	 
180	 |	 0	 0	 -0.0417657	 0	 0	 
181	 |	 -0.207246	 0	 -0.00813488	 0	 -0.00167809	 
182	 |	 -0.211887	 0	 -0.00999254	 0	 -0.00218522	 
183	 |	 -0.211865	 0	 -0.0129141	 0	 0	 
184	 |	 -0.131025	 0	 -0.00872901	 0	 -0.00173724	 
185	 |	 -0.13524	 0	 -0.0105797	 0	 -0.0022324	 
186	 |	 -0.134702	 0	 -0.0134872	 0	 0	 
187	 |	 -0.121424	 0	 -0.00887678	 0	 -0.00175255	 
188	 |	 -0.125304	 0	 -0.0107249	 0	 -0.00224896	 
189	 |	 -0.127169	 0	 -0.0137245	 0	 0	 
190	 |	 -0.0735721	 0	 -0.0103048	 0	 -0.00198427	 
191	 |	 -0.0770209	 0	 -0.0122484	 0	 -0.00235419	 
192	 |	 -0.0780302	 0	 -0.0152337	 0	 0	 
193	 |	 -0.0545487	 0	 -0.0117641	 0	 -0.00197839	 
194	 |	 -0.0580821	 0	 -0.0137275	 0	 -0.00245952	 
195	 |	 -0.0591426	 0	 -0.0169123	 0	 0	 
196	 |	 -0.0435241	 0	 -0.0131803	 0	 -0.00225917	 
197	 |	 -0.0465618	 0	 -0.0151885	 0	 -0.00253415	 
198	 |	 -0.0478469	 0	 -0.018395	 0	 0	 
199	 |	 -0.0362466	 0	 -0.0145488	 0	 -0.00235629	 
200	 |	 -0.0392691	 0	 -0.0165718	 0	 -0.00262995	 
201	 |	 -0.040311	 0	 -0.0198747	 0	 0	 
202	 |	 -0.0269727	 0	 -0.01706	 0	 -0.00249269	 
203	 |	 -0.0297992	 0	 -0.0191607	 0	 -0.00268282	 
204	 |	 -0.0301889	 0	 -0.0226177	 0	 0	 
205	 |	 -0.0190743	 0	 -0.0203413	 0	 -0.00259364	 
206	 |	 -0.0212492	 0	 -0.02266	 0	 -0.00276184	 
207	 |	 -0.0218312	 0	 -0.0261715	 0	 0	 
208	 |	 -0.0131354	 0	 -0.0236902	 0	 -0.00242941	 
209	 |	 -0.014744	 0	 -0.0262513	 0	 -0.00277687	 
210	 |	 -0.0150268	 0	 -0.0299195	 0	 0	 
211	 |	 -0.00963724	 0	 -0.0261989	 0	 -0.0023739	 
212	 |	 -0.0110802	 0	 -0.0289367	 0	 -0.00273507	 
213	 |	 -0.0112685	 0	 -0.0323601	 0	 0	 
214	 |	 0	 0	 -0.0372017	 0	 0	 
215	 |	 0	 0	 -0.0413534	 0	 0	 
216	 |	 0	 0	 -0.0419721	 0	 0	 
217	 |	 -0.193408	 0	 -0.0494689	 0	 -0.0192619	 
218	 |	 -0.202862	 0	 -0.0495068	 0	 -0.0118974	 
219	 |	 -0.202026	 0	 -0.0623821	 0	 0	 
220	 |	 -0.120396	 0	 -0.050133	 0	 -0.0178145	 
221	 |	 -0.127539	 0	 -0.0500168	 0	 -0.011248	 
222	 |	 -0.127397	 0	 -0.0626485	 0	 0	 
223	 |	 -0.11105	 0	 -0.0502865	 0	 -0.017511	 
224	 |	 -0.11734	 0	 -0.0499622	 0	 -0.0117455	 
225	 |	 -0.118719	 0	 -0.0621882	 0	 0	 
226	 |	 -0.0639713	 0	 -0.0518058	 0	 -0.0152901	 
227	 |	 -0.0724078	 0	 -0.0516053	 0	 -0.0106044	 
228	 |	 -0.0740743	 0	 -0.0633667	 0	 0	 
229	 |	 -0.0476048	 0	 -0.0535747	 0	 -0.0133016	 
230	 |	 -0.0528138	 0	 -0.0532397	 0	 -0.00969428	 
231	 |	 -0.0554041	 0	 -0.0644981	 0	 0	 
232	 |	 -0.0377982	 0	 -0.0550856	 0	 -0.0120988	 
233	 |	 -0.0426676	 0	 -0.0547652	 0	 -0.00917801	 
234	 |	 -0.0459209	 0	 -0.0648041	 0	 0	 
235	 |	 -0.0309906	 0	 -0.0566614	 0	 -0.011055	 
236	 |	 -0.0360992	 0	 -0.0561948	 0	 -0.00872732	 
237	 |	 -0.0374656	 0	 -0.0669127	 0	 0	 
238	 |	 -0.0228587	 0	 -0.0594709	 0	 -0.00948312	 
239	 |	 -0.0270217	 0	 -0.0593655	 0	 -0.00762758	 
240	 |	 -0.0281606	 0	 -0.0692273	 0	 0	 
241	 |	 -0.0162841	 0	 -0.0632023	 0	 -0.00750616	 
242	 |	 -0.0195924	 0	 -0.0628366	 0	 -0.0068782	 
243	 |	 -0.0205853	 0	 -0.0716647	 0	 0	 
244	 |	 -0.011514	 0	 -0.0666931	 0	 -0.00611598	 
245	 |	 -0.0132162	 0	 -0.066911	 0	 -0.00601498	 
246	 |	 -0.0145383	 0	 -0.0748964	 0	 0	 
247	 |	 -0.00817371	 0	 -0.0703983	 0	 -0.00485208	 
248	 |	 -0.00996032	 0	 -0.0700349	 0	 -0.00509432	 
249	 |	 -0.0113452	 0	 -0.076452	 0	 0	 
250	 |	 0	 0	 -0.0853798	 0	 0	 
251	 |	 0	 0	 -0.0858252	 0	 0	 
252	 |	 0	 0	 -0.0866174	 0	 0	 
253	 |	 -0.206354	 0	 -0.0472306	 0	 -0.0121914	 
254	 |	 -0.210339	 0	 -0.0475229	 0	 -0.00917205	 
255	 |	 -0.206828	 0	 -0.0579196	 0	 0	 
256	 |	 -0.129315	 0	 -0.04808	 0	 -0.011591	 
257	 |	 -0.134241	 0	 -0.0481698	 0	 -0.00913516	 
258	 |	 -0.133921	 0	 -0.0581157	 0	 0	 
259	 |	 -0.120972	 0	 -0.0482385	 0	 -0.0117828	 
260	 |	 -0.125813	 0	 -0.0484531	 0	 -0.00890975	 
261	 |	 -0.125328	 0	 -0.0582803	 0	 0	 
262	 |	 -0.0731793	 0	 -0.0502175	 0	 -0.0105497	 
263	 |	 -0.0770016	 0	 -0.0502199	 0	 -0.00840752	 
264	 |	 -0.0782126	 0	 -0.0600629	 0	 0	 
265	 |	 -0.054259	 0	 -0.0519791	 0	 -0.00995167	 
266	 |	 -0.0579196	 0	 -0.051917	 0	 -0.00797724	 
267	 |	 -0.0583716	 0	 -0.0612405	 0	 0	 
268	 |	 -0.0433199	 0	 -0.0537552	 0	 -0.00917817	 
269	 |	 -0.0468395	 0	 -0.0535583	 0	 -0.00780987	 
270	 |	 -0.0483412	 0	 -0.0628363	 0	 0	 
271	 |	 -0.0365038	 0	 -0.0553593	 0	 -0.00866949	 
272	 |	 -0.0397508	 0	 -0.0552634	 0	 -0.007446	 
273	 |	 -0.0406093	 0	 -0.0646819	 0	 0	 
274	 |	 -0.0270771	 0	 -0.0584212	 0	 -0.00773629	 
275	 |	 -0.029756	 0	 -0.0583792	 0	 -0.00694528	 
276	 |	 -0.0314087	 0	 -0.0663772	 0	 0	 
277	 |	 -0.019202	 0	 -0.0620838	 0	 -0.00671865	 
278	 |	 -0.0212887	 0	 -0.0622591	 0	 -0.00629889	 
279	 |	 -0.0221306	 0	 -0.0704981	 0	 0	 
280	 |	 -0.0131566	 0	 -0.0665166	 0	 -0.00560054	 
281	 |	 -0.0148663	 0	 -0.0663959	 0	 -0.0055331	 
282	 |	 -0.016173	 0	 -0.073684	 0	 0	 
283	 |	 -0.00962785	 0	 -0.0696842	 0	 -0.0049039	 
284	 |	 -0.0110713	 0	 -0.0695367	 0	 -0.00525403	 
285	 |	 -0.0120912	 0	 -0.0760845	 0	 0	 
286	 |	 0	 0	 -0.0855864	 0	 0	 
287	 |	 0	 0	 -0.0859133	 0	 0	 
288	 |	 0	 0	 -0.086553	 0	 0	 
289	 |	 -0.217019	 0	 -0.0452422	 0	 -0.00502875	 
290	 |	 -0.219064	 0	 -0.0453931	 0	 -0.00518722	 
291	 |	 -0.21726	 0	 -0.0511645	 0	 0	 
292	 |	 -0.141256	 0	 -0.0460966	 0	 -0.0052232	 
293	 |	 -0.143527	 0	 -0.0461676	 0	 -0.0051375	 
294	 |	 -0.143089	 0	 -0.0522008	 0	 0	 
295	 |	 -0.1311	 0	 -0.0462934	 0	 -0.00522502	 
296	 |	 -0.134531	 0	 -0.0464287	 0	 -0.00518028	 
297	 |	 -0.133309	 0	 -0.0524007	 0	 0	 
298	 |	 -0.0846142	 0	 -0.0483105	 0	 -0.00519203	 
299	 |	 -0.0852213	 0	 -0.0484126	 0	 -0.00516569	 
300	 |	 -0.0842286	 0	 -0.0543026	 0	 0	 
301	 |	 -0.0646502	 0	 -0.0502472	 0	 -0.0049872	 
302	 |	 -0.0655761	 0	 -0.0503644	 0	 -0.00511548	 
303	 |	 -0.0659603	 0	 -0.056308	 0	 0	 
304	 |	 -0.0533047	 0	 -0.0520628	 0	 -0.00518679	 
305	 |	 -0.0535676	 0	 -0.0522079	 0	 -0.00523158	 
306	 |	 -0.0551748	 0	 -0.0580109	 0	 0	 
307	 |	 -0.0455839	 0	 -0.0537123	 0	 -0.00514946	 
308	 |	 -0.0465391	 0	 -0.0538622	 0	 -0.00510866	 
309	 |	 -0.0459353	 0	 -0.0598259	 0	 0	 
310	 |	 -0.0347529	 0	 -0.0568981	 0	 -0.00505685	 
311	 |	 -0.0359684	 0	 -0.0571178	 0	 -0.00514583	 
312	 |	 -0.0361862	 0	 -0.0629716	 0	 0	 
313	 |	 -0.0260498	 0	 -0.0610259	 0	 -0.00468745	 
314	 |	 -0.0269404	 0	 -0.0613654	 0	 -0.00482361	 
315	 |	 -0.026861	 0	 -0.0667096	 0	 0	 
316	 |	 -0.0183804	 0	 -0.0650455	 0	 -0.00463837	 
317	 |	 -0.0198278	 0	 -0.0652287	 0	 -0.00462318	 
318	 |	 -0.0196566	 0	 -0.0705724	 0	 0	 
319	 |	 -0.0141886	 0	 -0.0684293	 0	 -0.00430586	 
320	 |	 -0.0151775	 0	 -0.068179	 0	 -0.00443982	 
321	 |	 -0.014747	 0	 -0.0736302	 0	 0	 
322	 |	 0	 0	 -0.0859014	 0	 0	 
323	 |	 0	 0	 -0.0866641	 0	 0	 
324	 |	 0	 0	 -0.0863597	 0	 0	 
