index	 |	 c12	 c1t	 c1b	 c1tb	 c1e	 
190	 |	 -0.0659878	 -0.0107018	 -0.0100899	 -2.55e-06	 -9.66e-06	 
191	 |	 -0.0669005	 -0.0121285	 -0.0118965	 -4.088e-05	 -7.88e-06	 
192	 |	 -0.0673889	 -0.0122918	 -0.0121779	 -0.00015606	 0	 
193	 |	 -0.0463326	 -0.0122869	 -0.0115218	 -5.669e-05	 -7.9e-06	 
194	 |	 -0.0473209	 -0.0137378	 -0.0133499	 -6.675e-05	 -3.72e-06	 
195	 |	 -0.0476856	 -0.0139177	 -0.0136051	 -0.00020251	 0	 
196	 |	 -0.0350106	 -0.0138215	 -0.0129237	 -0.00018752	 -7.14e-06	 
197	 |	 -0.03588	 -0.0153232	 -0.0147758	 -0.00021916	 -6.69e-06	 
198	 |	 -0.0359006	 -0.0154712	 -0.0150316	 -0.00034003	 0	 
199	 |	 -0.0275153	 -0.0152346	 -0.014215	 -0.00046962	 -7.48e-06	 
200	 |	 -0.0281411	 -0.0167438	 -0.0160848	 -0.00048062	 -6.61e-06	 
201	 |	 -0.0282059	 -0.0169127	 -0.0163718	 -0.00061896	 0	 
202	 |	 -0.0177552	 -0.0176298	 -0.0164382	 -0.00137622	 -6.87e-06	 
203	 |	 -0.0182252	 -0.0192908	 -0.0184129	 -0.00141864	 -7.14e-06	 
204	 |	 -0.0185184	 -0.019389	 -0.0187327	 -0.00173243	 0	 
205	 |	 -0.0099406	 -0.0205688	 -0.0190447	 -0.00389404	 -5.69e-06	 
206	 |	 -0.0102286	 -0.0218869	 -0.0209732	 -0.00389879	 -6.22e-06	 
207	 |	 -0.0105909	 -0.0219821	 -0.0213615	 -0.00391211	 0	 
