(950000,6.9395e+06)
(950000,6.6515e+06)
(950000,6.0515e+06)
(950000,5.1015e+06)
(950000,5.0265e+06)
(950000,4.6265e+06)
(950000,4.5515e+06)
(950000,3.0515e+06)
(950000,2.9765e+06)
(950000,2.2265e+06)
(950000,1.8515e+06)
(950000,1.664e+06)
(950000,1.4765e+06)
(950000,1.4015e+06)
(950000,1.2745e+06)
(950000,1.2505e+06)
(950000,1.2355e+06)
(950000,1.2145e+06)
(950000,1.0875e+06)
(950000,1.0635e+06)
(950000,1.0485e+06)
(950000,1.0275e+06)
(950000,900500)
(950000,876500)
(950000,861500)
(950000,840500)
(950000,713500)
(950000,689500)
(950000,674500)
(950000,653500)
(950000,554500)
(950000,544500)
(950000,526500)
(950000,502500)
(950000,487500)
(950000,466500)
(950000,406500)
(950000,395500)
(950000,370500)
(950000,276500)
(950000,266500)
(950000,133750)
(950000,1000)
(720938,1.4015e+06)
(720938,1.2745e+06)
(720938,1.2355e+06)
(720938,1.2145e+06)
(720938,1.0875e+06)
(720938,1.0635e+06)
(720938,1.0485e+06)
(720938,1.0275e+06)
(720938,900500)
(720938,713500)
(720938,689500)
(720938,674500)
(720938,653500)
(720938,554500)
(720938,544500)
(720938,526500)
(720938,502500)
(720938,487500)
(720938,466500)
(720938,406500)
(720938,395500)
(720938,370500)
(720938,276500)
(720938,266500)
(720938,1000)
(606406,689500)
(606406,674500)
(606406,653500)
(606406,554500)
(606406,544500)
(606406,526500)
(606406,502500)
(606406,487500)
(606406,466500)
(606406,406500)
(606406,370500)
(606406,276500)
(606406,266500)
(549141,276500)
(549141,266500)
(491875,6.9395e+06)
(491875,6.6515e+06)
(491875,6.0515e+06)
(491875,5.1015e+06)
(491875,5.0265e+06)
(491875,4.6265e+06)
(491875,4.5515e+06)
(491875,3.0515e+06)
(491875,2.9765e+06)
(491875,1.4765e+06)
(491875,1.4015e+06)
(491875,1.2745e+06)
(491875,1.2505e+06)
(491875,1.2355e+06)
(491875,1.2145e+06)
(491875,1.0875e+06)
(491875,1.0635e+06)
(491875,1.0485e+06)
(491875,1.0275e+06)
(491875,900500)
(491875,876500)
(491875,861500)
(491875,840500)
(491875,713500)
(491875,689500)
(491875,674500)
(491875,653500)
(491875,554500)
(491875,544500)
(491875,526500)
(491875,502500)
(491875,487500)
(491875,466500)
(491875,406500)
(491875,395500)
(491875,370500)
(491875,276500)
(491875,266500)
(491875,1000)
(457999,653500)
(457028,554500)
(456424,544500)
(454580,466500)
(453698,276500)
(453698,266500)
(452990,653500)
(452019,554500)
(448855,406500)
(447805,395500)
(447010,554500)
(445420,370500)
(434609,674500)
(415521,526500)
(415521,502500)
(415521,487500)
(415521,276500)
(415521,266500)
(409580,370500)
(407990,554500)
(407195,395500)
(406145,406500)
(402981,554500)
(402010,653500)
(400420,466500)
(398576,544500)
(397972,554500)
(397001,653500)
(389320,370500)
(387233,395500)
(386314,406500)
(377344,1.2745e+06)
(377344,1.2505e+06)
(377344,1.2355e+06)
(377344,1.2145e+06)
(377344,1.0875e+06)
(377344,1.0635e+06)
(377344,1.0485e+06)
(377344,1.0275e+06)
(377344,900500)
(377344,876500)
(377344,861500)
(377344,840500)
(377344,713500)
(377344,689500)
(377344,674500)
(377344,526500)
(377344,502500)
(377344,487500)
(377344,276500)
(377344,266500)
(377344,1000)
(369060,370500)
(367271,395500)
(366484,406500)
(362190,466500)
(360807,544500)
(360354,554500)
(359626,653500)
(348800,370500)
(347309,395500)
(346653,406500)
(339167,526500)
(339167,502500)
(339167,487500)
(339167,276500)
(339167,266500)
(328540,370500)
(327348,395500)
(326822,406500)
(323960,466500)
(323038,544500)
(322736,554500)
(322250,653500)
(320078,713500)
(320078,689500)
(320078,674500)
(308280,370500)
(300990,526500)
(300990,502500)
(300990,487500)
(300990,276500)
(300990,266500)
(288020,370500)
(287424,395500)
(287161,406500)
(285730,466500)
(285269,544500)
(285118,554500)
(281901,276500)
(281901,266500)
(267760,370500)
(262813,1.4765e+06)
(262813,1.4015e+06)
(262813,1.2745e+06)
(262813,1.2505e+06)
(262813,1.2355e+06)
(262813,1.2145e+06)
(262813,1.0875e+06)
(262813,1.0635e+06)
(262813,1.0485e+06)
(262813,1.0275e+06)
(262813,900500)
(262813,876500)
(262813,861500)
(262813,840500)
(262813,713500)
(262813,689500)
(262813,674500)
(262813,526500)
(262813,502500)
(262813,487500)
(262813,276500)
(262813,266500)
(262813,1000)
(247500,653500)
(247500,554500)
(247500,544500)
(247500,466500)
(247500,406500)
(247500,395500)
(247500,370500)
(243724,276500)
(243724,266500)
(224635,526500)
(224635,487500)
(224635,276500)
(224635,266500)
(207839,406500)
(207576,395500)
(206980,370500)
(205547,876500)
(205547,861500)
(205547,674500)
(205547,276500)
(205547,266500)
(186458,526500)
(186458,502500)
(186458,487500)
(186458,276500)
(186458,266500)
(173733,276500)
(173733,266500)
(172750,653500)
(172264,554500)
(171962,544500)
(171040,466500)
(168178,406500)
(167652,395500)
(166460,370500)
(161007,276500)
(161007,266500)
(148347,406500)
(148281,1.2745e+06)
(148281,1.2505e+06)
(148281,1.2355e+06)
(148281,1.2145e+06)
(148281,1.0875e+06)
(148281,1.0635e+06)
(148281,1.0485e+06)
(148281,1.0275e+06)
(148281,900500)
(148281,876500)
(148281,861500)
(148281,840500)
(148281,713500)
(148281,689500)
(148281,674500)
(148281,276500)
(148281,266500)
(148281,1000)
(135556,526500)
(135556,502500)
(135556,487500)
(135556,276500)
(135556,266500)
(135374,653500)
(134646,554500)
(134193,544500)
(132810,466500)
(128516,406500)
(127729,395500)
(125940,370500)
(122830,276500)
(122830,266500)
(113695,466500)
(110104,526500)
(110104,502500)
(110104,487500)
(110104,276500)
(110104,266500)
(108686,406500)
(107767,395500)
(105680,370500)
(98770.3,406500)
(97999,653500)
(97785.9,395500)
(97378.5,526500)
(97378.5,502500)
(97378.5,487500)
(97378.5,276500)
(97378.5,266500)
(97028,554500)
(96424,544500)
(95550,370500)
(95009,604000)
(94580,466500)
(93514,579250)
(93148.8,451500)
(92990,653500)
(92019,554500)
(91717.5,436500)
(91015.6,900500)
(91015.6,876500)
(91015.6,861500)
(91015.6,840500)
(91015.6,713500)
(91015.6,689500)
(91015.6,674500)
(90000,604000)
(88855,406500)
(88505,579250)
(87805,395500)
(87010,554500)
(86612.5,383000)
(85420,370500)
(84652.8,526500)
(84652.8,502500)
(84652.8,487500)
(84652.8,276500)
(84652.8,266500)
(81962,544500)
(78289.9,502500)
(76169,487500)
(71927.1,526500)
(71927.1,502500)
(71927.1,276500)
(71927.1,266500)
(67685.2,487500)
(67500,554500)
(67500,544500)
(67500,466500)
(67500,370500)
(65564.2,526500)
(65564.2,502500)
(63443.3,487500)
(59201.4,526500)
(59201.4,502500)
(59201.4,487500)
(59201.4,276500)
(59201.4,266500)
(58540,370500)
(57745,554500)
(54959.5,487500)
(54060,370500)
(53960,466500)
(53038,544500)
(52838.5,526500)
(52838.5,502500)
(50717.6,487500)
(49580,370500)
(49281.9,373625)
(48983.8,376750)
(48387.5,383000)
(47990,554500)
(47601.3,370500)
(47242.5,566875)
(47195,395500)
(47190,466500)
(46670,401000)
(46495,579250)
(46475.7,526500)
(46475.7,502500)
(46475.7,487500)
(46475.7,276500)
(46475.7,266500)
(46145,406500)
(45807,544500)
(45622.5,370500)
(45514.4,395500)
(45429.4,414000)
(45000,604000)
(44713.8,421500)
(44595.6,406500)
(43833.8,395500)
(43805,466500)
(43643.8,370500)
(43282.5,436500)
(43046.3,406500)
(42981,554500)
(42607.2,560688)
(42233.8,487500)
(42233.5,566875)
(42153.1,395500)
(42010,653500)
(41851.2,451500)
(41665,370500)
(41496.9,406500)
(41486,579250)
(41135.6,459000)
(40777.8,462750)
(40598.9,464625)
(40472.5,395500)
(40420,466500)
(40112.8,526500)
(40112.8,502500)
(39991,604000)
(39947.5,406500)
(39686.3,370500)
(38791.9,395500)
(38752.5,466500)
(38576,544500)
(38398.1,406500)
(38274,549500)
(37991.9,487500)
(37972,554500)
(37707.5,370500)
(37111.3,395500)
(37085,466500)
(37001,653500)
(36931.4,502500)
(36848.8,406500)
(35728.8,370500)
(35430.6,395500)
(35417.5,466500)
(35299.4,406500)
(33750,6.9395e+06)
(33750,6.6515e+06)
(33750,6.0515e+06)
(33750,5.1015e+06)
(33750,5.0265e+06)
(33750,4.6265e+06)
(33750,4.5515e+06)
(33750,3.0515e+06)
(33750,2.9765e+06)
(33750,1.4765e+06)
(33750,1.4015e+06)
(33750,1.2745e+06)
(33750,1.2505e+06)
(33750,1.2355e+06)
(33750,1.2145e+06)
(33750,1.0875e+06)
(33750,1.0635e+06)
(33750,1.0485e+06)
(33750,1.0275e+06)
(33750,900500)
(33750,876500)
(33750,861500)
(33750,840500)
(33750,713500)
(33750,689500)
(33750,674500)
(33750,653500)
(33750,554500)
(33750,544500)
(33750,526500)
(33750,502500)
(33750,487500)
(33750,466500)
(33750,406500)
(33750,395500)
(33750,370500)
(33750,276500)
(33750,266500)
(33750,1000)
(32082.5,466500)
(32082.5,406500)
(32082.5,395500)
(30499,653500)
(30415,502500)
(30415,487500)
(30415,466500)
(30415,406500)
(30415,395500)
(30415,370500)
(29528,554500)
(29226,549500)
(28924,544500)
(28747.5,466500)
(28747.5,406500)
(28747.5,395500)
(27080,6.9395e+06)
