1	 |	 -0.0055314	 -0.00530365	 0.110112	 -0.0397595	 -0.0382347	 -0.00390129	 -0.00452736	 -0.00970529	 -0.00313928	 
2	 |	 -0.00572726	 -0.00801988	 0.147862	 -0.102509	 -0.00884747	 -0.00262738	 -0.00431718	 -0.00893756	 -0.00684887	 
3	 |	 -0.00570201	 -0.0078453	 0.14829	 -0.102441	 -0.00804827	 -0.00197591	 -0.0122495	 -0.00836571	 -0.00167277	 
4	 |	 -0.00345818	 -0.00341231	 0.216541	 -0.0981999	 -0.094644	 -0.00573795	 -0.00460687	 -0.00598265	 -0.0004718	 
5	 |	 -0.00615438	 -0.0064629	 0.0995064	 -0.0405518	 -0.0230268	 -0.00318383	 -0.0053574	 -0.0104104	 -0.00434757	 
6	 |	 -0.0043808	 -0.00460699	 0.163855	 -0.100576	 -0.0354256	 -0.00487797	 -0.00302371	 -0.00745674	 -0.00349376	 
7	 |	 -0.00461403	 -0.00409954	 0.16398	 -0.0379776	 -0.0983118	 -0.00449813	 -0.00594673	 -0.00828148	 -0.00023083	 
8	 |	 -0.00347888	 -0.00332428	 0.216672	 -0.0983518	 -0.0947779	 -0.00618059	 -0.00215946	 -0.00610876	 -0.00226621	 
9	 |	 -0.0061606	 -0.00641563	 0.0995433	 -0.0404781	 -0.0225954	 -0.00283177	 -0.0103337	 -0.010128	 -0.00060455	 
10	 |	 -0.00496699	 -0.00574747	 0.154101	 -0.101679	 -0.0205475	 -0.00326907	 -0.00976495	 -0.0078163	 -0.00030488	 
11	 |	 -0.00344172	 -0.00343391	 0.216476	 -0.0981416	 -0.0945441	 -0.00567533	 -0.00498399	 -0.00598341	 -0.00023943	 
12	 |	 -0.00462083	 -0.00402989	 0.163981	 -0.0380665	 -0.0985147	 -0.00488148	 -0.00337138	 -0.00841245	 -0.00207198	 
13	 |	 -0.00435531	 -0.00462284	 0.163952	 -0.10054	 -0.0352739	 -0.00438422	 -0.00696653	 -0.00719456	 -0.00060642	 
