1	 |	 -0.00572324	 -0.00538717	 0.109678	 -0.0360909	 -0.00470365	 -0.0390173	 -0.00975642	 -0.0089503	 
2	 |	 -0.00677102	 -0.00591594	 0.0996705	 -0.0370703	 -0.00481642	 -0.0235779	 -0.0119605	 -0.00952435	 
3	 |	 -0.00888902	 -0.00658222	 0.0929737	 -0.0370384	 -0.00503172	 -0.00928284	 -0.016128	 -0.0099852	 
4	 |	 -0.0103767	 -0.0101257	 0.0756321	 -0.00870635	 -0.00186154	 -0.00993134	 -0.0174661	 -0.017121	 
5	 |	 -0.00581333	 -0.0046776	 0.153746	 -0.09648	 -0.00680722	 -0.0222482	 -0.0106991	 -0.00699093	 
6	 |	 -0.0112321	 -0.00783166	 0.171554	 -0.106207	 -0.00297131	 -0.0108658	 -0.021081	 -0.0113419	 
7	 |	 -0.00638409	 -0.00646503	 0.0995506	 -0.0213582	 -0.00346602	 -0.040104	 -0.0103757	 -0.0113504	 
8	 |	 -0.00617768	 -0.0059151	 0.24679	 -0.104968	 -0.00256487	 -0.106727	 -0.0104286	 -0.00999172	 
9	 |	 -0.00953988	 -0.00782579	 0.0823166	 -0.0222328	 -0.00367836	 -0.00957933	 -0.0168883	 -0.0125068	 
10	 |	 -0.00526477	 -0.00563627	 0.153441	 -0.0203185	 -0.00321547	 -0.10063	 -0.00814221	 -0.0102144	 
11	 |	 -0.0071749	 -0.00866889	 0.0933274	 -0.00829349	 -0.00176756	 -0.040655	 -0.0109027	 -0.0158605	 
12	 |	 -0.00479471	 -0.00411098	 0.163679	 -0.0959307	 -0.00633791	 -0.0376155	 -0.00847671	 -0.00638565	 
13	 |	 -0.00602676	 -0.00772671	 0.147409	 -0.00773366	 -0.00164394	 -0.101092	 -0.00865558	 -0.0145336	 
14	 |	 -0.00779623	 -0.00533758	 0.148039	 -0.09677	 -0.00714867	 -0.00876847	 -0.0147414	 -0.00744988	 
15	 |	 -0.00747746	 -0.00663434	 0.190246	 -0.105694	 -0.00276812	 -0.0436694	 -0.0133304	 -0.0106704	 
16	 |	 -0.00742653	 -0.00708254	 0.0881463	 -0.0215447	 -0.00358166	 -0.0238388	 -0.0126239	 -0.0119806	 
17	 |	 -0.00871908	 -0.0071623	 0.178293	 -0.105774	 -0.00281984	 -0.0266664	 -0.016078	 -0.0110477	 
18	 |	 -0.00462841	 -0.00454577	 0.16377	 -0.0350561	 -0.00418896	 -0.0999968	 -0.00748024	 -0.00783631	 
19	 |	 -0.00366943	 -0.00332464	 0.214784	 -0.0936272	 -0.00559267	 -0.0969817	 -0.00621694	 -0.00532391	 
20	 |	 -0.00818609	 -0.0093812	 0.0821383	 -0.00849989	 -0.00178017	 -0.0245961	 -0.013147	 -0.0165458	 
21	 |	 -0.00692814	 -0.00726525	 0.19008	 -0.0423824	 -0.00202322	 -0.107363	 -0.0111664	 -0.0129652	 
22	 |	 -0.00828357	 -0.00800328	 0.132895	 -0.0425237	 -0.00211418	 -0.0441735	 -0.0141297	 -0.0136674	 
23	 |	 -0.00951873	 -0.00853088	 0.121745	 -0.0433645	 -0.00220172	 -0.0272308	 -0.0168416	 -0.014043	 
24	 |	 -0.0120219	 -0.00918393	 0.114874	 -0.0438758	 -0.00229269	 -0.0113151	 -0.0218325	 -0.0143392	 
25	 |	 -0.00746237	 -0.00857769	 0.178476	 -0.0255858	 -0.00166387	 -0.107861	 -0.0115554	 -0.0157958	 
26	 |	 -0.00879213	 -0.00929686	 0.121681	 -0.0262599	 -0.00165386	 -0.0447773	 -0.0144172	 -0.0164869	 
27	 |	 -0.0100612	 -0.00982677	 0.109873	 -0.0265747	 -0.00169855	 -0.0277024	 -0.0171804	 -0.0168252	 
28	 |	 -0.0126118	 -0.0105428	 0.102365	 -0.0266689	 -0.00175382	 -0.0112749	 -0.0222386	 -0.0172605	 
29	 |	 -0.00816303	 -0.0111458	 0.171394	 -0.0103779	 -0.00087338	 -0.108094	 -0.0118884	 -0.0209224	 
30	 |	 -0.00943679	 -0.0119416	 0.113679	 -0.0105062	 -0.00089059	 -0.0445838	 -0.0148395	 -0.0215367	 
31	 |	 -0.0107714	 -0.0125112	 0.102304	 -0.0106763	 -0.00093247	 -0.0278343	 -0.0175465	 -0.0220957	 
32	 |	 -0.0133416	 -0.0131835	 0.0949772	 -0.0108376	 -0.00101704	 -0.011597	 -0.0226424	 -0.0223957	 
