1	 |	 -0.00313873	 -0.00348377	 0.170106	 -0.0955174	 -0.0345609	 -0.00456307	 -0.0269836	 -0.00125322	 -0.00083755	 
2	 |	 -0.00360238	 -0.00426555	 0.160646	 -0.0965134	 -0.0208244	 -0.00361043	 -0.0294168	 -0.00161748	 -0.00104622	 
3	 |	 -0.00331653	 -0.00311625	 0.166014	 -0.0336301	 -0.0985012	 -0.00533567	 -0.0198694	 -0.00137386	 -0.00087142	 
4	 |	 -0.00399998	 -0.00399448	 0.11232	 -0.0351445	 -0.0385468	 -0.00332324	 -0.0221809	 -0.00383803	 -0.00136052	 
5	 |	 -0.00488	 -0.00580152	 0.107353	 -0.0356025	 -0.00593229	 -0.00164219	 -0.0172644	 -0.0289987	 -0.0073939	 
6	 |	 -0.0033089	 -0.00296565	 0.169038	 -0.0333707	 -0.0940628	 -0.00359631	 -0.0163682	 -0.0147522	 -0.00075716	 
7	 |	 -0.00353247	 -0.0040988	 0.16641	 -0.0959122	 -0.0153245	 -0.00292505	 -0.0209382	 -0.0187544	 -0.00521852	 
8	 |	 -0.00247464	 -0.00256634	 0.2209	 -0.0936034	 -0.0928765	 -0.00548481	 -0.0225416	 -0.00093046	 -0.00059589	 
9	 |	 -0.00440493	 -0.00462045	 0.110916	 -0.0350786	 -0.0175285	 -0.00252405	 -0.0172078	 -0.0270231	 -0.0027743	 
10	 |	 -0.00361824	 -0.00422336	 0.160683	 -0.0964012	 -0.019961	 -0.00290189	 -0.0289542	 -0.00375854	 -0.00114248	 
11	 |	 -0.00314653	 -0.00343728	 0.170017	 -0.0955137	 -0.0342687	 -0.00395173	 -0.0266717	 -0.00223107	 -0.00103318	 
12	 |	 -0.00400308	 -0.00521099	 0.163543	 -0.0964957	 -0.00583402	 -0.00187862	 -0.021154	 -0.019875	 -0.00929281	 
13	 |	 -0.00254518	 -0.0024062	 0.222602	 -0.0937422	 -0.0908989	 -0.00429397	 -0.0190814	 -0.009059	 -0.0008481	 
14	 |	 -0.00315663	 -0.00332987	 0.173835	 -0.095429	 -0.0299472	 -0.00348237	 -0.0206243	 -0.0160806	 -0.00214913	 
15	 |	 -0.00450994	 -0.00480506	 0.101483	 -0.0361244	 -0.0228552	 -0.0025424	 -0.0235477	 -0.00576356	 -0.00144264	 
16	 |	 -0.00451066	 -0.00486009	 0.100923	 -0.036072	 -0.024384	 -0.00331111	 -0.0240354	 -0.00240868	 -0.00139507	 
17	 |	 -0.00331326	 -0.00312517	 0.166162	 -0.0336235	 -0.0982906	 -0.00455349	 -0.0196996	 -0.00247325	 -0.00109794	 
18	 |	 -0.00402243	 -0.00400724	 0.111943	 -0.0349126	 -0.0391065	 -0.00427381	 -0.0226013	 -0.00189228	 -0.00115377	 
19	 |	 -0.00396879	 -0.00387982	 0.118764	 -0.0345135	 -0.0324249	 -0.00305463	 -0.0170659	 -0.0229477	 -0.00116957	 
20	 |	 -0.00419173	 -0.00557289	 0.155766	 -0.0970523	 -0.0061823	 -0.0018439	 -0.030421	 -0.00925157	 -0.00160325	 
21	 |	 -0.00249536	 -0.00255062	 0.221119	 -0.0937987	 -0.0924821	 -0.00521221	 -0.0225496	 -0.00138347	 -0.00081108	 
22	 |	 -0.00514553	 -0.00633228	 0.0952732	 -0.0367383	 -0.00705993	 -0.00180292	 -0.0245393	 -0.0122549	 -0.00159392	 
23	 |	 -0.00430228	 -0.00586441	 0.154351	 -0.0973346	 -0.00878869	 -0.00184856	 -0.0319796	 -0.00320444	 -0.00132558	 
24	 |	 -0.00527174	 -0.0066063	 0.0935249	 -0.0367384	 -0.0110459	 -0.0017145	 -0.026016	 -0.00451591	 -0.00172743	 
25	 |	 -0.00490913	 -0.00459714	 0.266006	 -0.102892	 -0.0983722	 -0.00251476	 -0.041675	 -0.0107083	 -0.00070924	 
26	 |	 -0.00563324	 -0.00498027	 0.209855	 -0.039043	 -0.100332	 -0.00220734	 -0.040099	 -0.0172431	 -0.0005857	 
27	 |	 -0.00486211	 -0.00470178	 0.264307	 -0.102641	 -0.101997	 -0.0024181	 -0.0453543	 -0.00177021	 -0.0008626	 
28	 |	 -0.00564314	 -0.00510161	 0.205461	 -0.0382565	 -0.106603	 -0.00225293	 -0.0437692	 -0.0029756	 -0.00099919	 
29	 |	 -0.00564005	 -0.00508577	 0.205439	 -0.0389213	 -0.106531	 -0.00286491	 -0.043963	 -0.00175904	 -0.0007898	 
30	 |	 -0.00484366	 -0.00470778	 0.264677	 -0.102729	 -0.102401	 -0.00280338	 -0.0455329	 -0.00130089	 -0.00064753	 
31	 |	 -0.0054876	 -0.00559692	 0.21482	 -0.103653	 -0.0349653	 -0.00222581	 -0.0430621	 -0.019694	 -0.00059926	 
32	 |	 -0.00627059	 -0.00596619	 0.156678	 -0.0386294	 -0.0361308	 -0.0019775	 -0.0406746	 -0.0268577	 -0.00051655	 
33	 |	 -0.00546671	 -0.00567477	 0.21044	 -0.103432	 -0.040818	 -0.00196635	 -0.0496344	 -0.00280201	 -0.00097352	 
34	 |	 -0.00626579	 -0.00606538	 0.148811	 -0.0389251	 -0.0441961	 -0.00182925	 -0.046085	 -0.00446089	 -0.00115159	 
35	 |	 -0.0054647	 -0.00568406	 0.210353	 -0.103436	 -0.0413557	 -0.00236267	 -0.049935	 -0.00164154	 -0.00078997	 
36	 |	 -0.00626098	 -0.00605152	 0.148569	 -0.0389334	 -0.0454217	 -0.00227435	 -0.0465068	 -0.00226216	 -0.00098864	 
37	 |	 -0.00585141	 -0.00640933	 0.206393	 -0.104069	 -0.0185373	 -0.00194175	 -0.0433531	 -0.0258014	 -0.00092545	 
38	 |	 -0.00662116	 -0.00678899	 0.148136	 -0.0388988	 -0.0197695	 -0.0017361	 -0.040865	 -0.0332162	 -0.00063951	 
39	 |	 -0.00593283	 -0.00655532	 0.199583	 -0.103887	 -0.0244571	 -0.00160698	 -0.0519355	 -0.00460116	 -0.00097078	 
40	 |	 -0.00673361	 -0.00696517	 0.136703	 -0.0394034	 -0.0270305	 -0.00158016	 -0.0473295	 -0.00661098	 -0.00125428	 
41	 |	 -0.00594462	 -0.00662368	 0.199154	 -0.103744	 -0.0260051	 -0.00178778	 -0.05239	 -0.002048	 -0.00094909	 
42	 |	 -0.00675142	 -0.00701506	 0.136064	 -0.039435	 -0.0293406	 -0.00173013	 -0.0478887	 -0.00287899	 -0.00117921	 
43	 |	 -0.00627055	 -0.00779319	 0.202648	 -0.103819	 -0.00671694	 -0.00130165	 -0.0434828	 -0.0294873	 -0.00421526	 
44	 |	 -0.00705731	 -0.0083223	 0.14395	 -0.0384194	 -0.00705847	 -0.00113889	 -0.0409458	 -0.0382774	 -0.00311015	 
